accident_year,speed_limit,road_surface_conditions,weather_conditions,urban_or_rural_area,accident_severity,accident_count
2014,30,Frost/Ice,Fine without high winds,Urban,Slight,38
2015,30,Frost/Ice,Fine without high winds,Rural,Slight,17
2015,30,Frost/Ice,Fine without high winds,Urban,Slight,22
2016,30,Frost/Ice,Fine without high winds,Rural,Slight,52
2016,30,Frost/Ice,Fine without high winds,Urban,Slight,62
2017,30,Frost/Ice,Fine without high winds,Rural,Slight,94
2017,30,Frost/Ice,Fine without high winds,Urban,Slight,108
2018,30,Frost/Ice,Fine without high winds,Rural,Slight,27
2018,30,Frost/Ice,Fine without high winds,Urban,Slight,31
2019,30,Frost/Ice,Fine without high winds,Rural,Slight,25
2019,30,Frost/Ice,Fine without high winds,Urban,Slight,29
2020,30,Frost/Ice,Fine without high winds,Rural,Slight,13
2020,30,Frost/Ice,Fine without high winds,Urban,Slight,13
2021,30,Frost/Ice,Fine without high winds,Rural,Slight,14
2021,30,Frost/Ice,Fine without high winds,Urban,Slight,20
2022,30,Frost/Ice,Fine without high winds,Rural,Slight,31
2022,30,Frost/Ice,Fine without high winds,Urban,Slight,32
2023,30,Frost/Ice,Fine without high winds,Rural,Slight,21
2023,30,Frost/Ice,Fine without high winds,Urban,Slight,24
2014,40,Frost/Ice,Fine without high winds,Rural,Slight,1
2014,40,Frost/Ice,Fine without high winds,Urban,Slight,1
2015,40,Frost/Ice,Fine without high winds,Rural,Slight,3
2015,40,Frost/Ice,Fine without high winds,Urban,Slight,3
2016,40,Frost/Ice,Fine without high winds,Rural,Slight,5
2016,40,Frost/Ice,Fine without high winds,Urban,Slight,5
2017,40,Frost/Ice,Fine without high winds,Rural,Slight,4
2017,40,Frost/Ice,Fine without high winds,Urban,Slight,4
2018,40,Frost/Ice,Fine without high winds,Rural,Slight,1
2018,40,Frost/Ice,Fine without high winds,Urban,Slight,1
2019,40,Frost/Ice,Fine without high winds,Rural,Slight,1
2019,40,Frost/Ice,Fine without high winds,Urban,Slight,1
2020,40,Frost/Ice,Fine without high winds,Rural,Slight,3
2020,40,Frost/Ice,Fine without high winds,Urban,Slight,3
2021,40,Frost/Ice,Fine without high winds,Urban,Slight,2
2022,40,Frost/Ice,Fine without high winds,Rural,Slight,10
2022,40,Frost/Ice,Fine without high winds,Urban,Slight,11
2023,40,Frost/Ice,Fine without high winds,Rural,Slight,5
2023,40,Frost/Ice,Fine without high winds,Urban,Slight,5
2014,50,Frost/Ice,Fine without high winds,Rural,Slight,3
2014,50,Frost/Ice,Fine without high winds,Urban,Slight,3
2015,50,Frost/Ice,Fine without high winds,Rural,Slight,2
2015,50,Frost/Ice,Fine without high winds,Urban,Slight,2
2017,50,Frost/Ice,Fine without high winds,Rural,Slight,3
2017,50,Frost/Ice,Fine without high winds,Urban,Slight,3
2018,50,Frost/Ice,Fine without high winds,Rural,Slight,1
2018,50,Frost/Ice,Fine without high winds,Urban,Slight,1
2019,50,Frost/Ice,Fine without high winds,Rural,Slight,2
2019,50,Frost/Ice,Fine without high winds,Urban,Slight,2
2021,50,Frost/Ice,Fine without high winds,Rural,Slight,1
2021,50,Frost/Ice,Fine without high winds,Urban,Slight,1
2023,50,Frost/Ice,Fine without high winds,Rural,Slight,2
2023,50,Frost/Ice,Fine without high winds,Urban,Slight,2
2016,60,Frost/Ice,Fine without high winds,Rural,Slight,1
2016,60,Frost/Ice,Fine without high winds,Urban,Slight,1
2017,60,Frost/Ice,Fine without high winds,Rural,Slight,2
2017,60,Frost/Ice,Fine without high winds,Urban,Slight,2
2016,20,Frost/Ice,Fog or mist - if hazard,Rural,Slight,1
2016,20,Frost/Ice,Fog or mist - if hazard,Urban,Slight,1
2020,20,Frost/Ice,Fog or mist - if hazard,Rural,Slight,1
2020,20,Frost/Ice,Fog or mist - if hazard,Urban,Slight,1
2022,20,Frost/Ice,Fog or mist - if hazard,Rural,Slight,5
2022,20,Frost/Ice,Fog or mist - if hazard,Urban,Slight,5
2014,30,Frost/Ice,Fog or mist - if hazard,Rural,Slight,1
2014,30,Frost/Ice,Fog or mist - if hazard,Urban,Slight,1
2015,30,Frost/Ice,Fog or mist - if hazard,Rural,Slight,3
2015,30,Frost/Ice,Fog or mist - if hazard,Urban,Slight,3
2016,30,Frost/Ice,Fog or mist - if hazard,Rural,Slight,6
2016,30,Frost/Ice,Fog or mist - if hazard,Urban,Slight,6
2017,30,Frost/Ice,Fog or mist - if hazard,Rural,Slight,2
2017,30,Frost/Ice,Fog or mist - if hazard,Urban,Slight,4
2019,30,Frost/Ice,Fog or mist - if hazard,Rural,Slight,1
2019,30,Frost/Ice,Fog or mist - if hazard,Urban,Slight,1
2021,30,Frost/Ice,Fog or mist - if hazard,Rural,Slight,1
2021,30,Frost/Ice,Fog or mist - if hazard,Urban,Slight,1
2022,30,Frost/Ice,Fog or mist - if hazard,Rural,Slight,4
2022,30,Frost/Ice,Fog or mist - if hazard,Urban,Slight,7
2019,40,Frost/Ice,Fog or mist - if hazard,Urban,Slight,2
2022,40,Frost/Ice,Fog or mist - if hazard,Rural,Slight,5
2022,40,Frost/Ice,Fog or mist - if hazard,Urban,Slight,5
2016,50,Frost/Ice,Fog or mist - if hazard,Rural,Slight,1
2016,50,Frost/Ice,Fog or mist - if hazard,Urban,Slight,1
2017,50,Frost/Ice,Fog or mist - if hazard,Rural,Slight,3
2017,50,Frost/Ice,Fog or mist - if hazard,Urban,Slight,3
2023,50,Frost/Ice,Fog or mist - if hazard,Rural,Slight,1
2023,50,Frost/Ice,Fog or mist - if hazard,Urban,Slight,1
2017,20,Frost/Ice,Other,Rural,Slight,3
2017,20,Frost/Ice,Other,Urban,Slight,5
2019,20,Frost/Ice,Other,Rural,Slight,1
2019,20,Frost/Ice,Other,Urban,Slight,2
2020,20,Frost/Ice,Other,Rural,Slight,2
2020,20,Frost/Ice,Other,Urban,Slight,2
2021,20,Frost/Ice,Other,Rural,Slight,5
2021,20,Frost/Ice,Other,Urban,Slight,6
2022,20,Frost/Ice,Other,Rural,Slight,16
2022,20,Frost/Ice,Other,Urban,Slight,16
2023,20,Frost/Ice,Other,Rural,Slight,8
2023,20,Frost/Ice,Other,Urban,Slight,8
2014,30,Frost/Ice,Other,Rural,Slight,10
2014,30,Frost/Ice,Other,Urban,Slight,13
2015,30,Frost/Ice,Other,Rural,Slight,7
2015,30,Frost/Ice,Other,Urban,Slight,10
2016,30,Frost/Ice,Other,Rural,Slight,8
2016,30,Frost/Ice,Other,Urban,Slight,9
2017,30,Frost/Ice,Other,Rural,Slight,27
2017,30,Frost/Ice,Other,Urban,Slight,34
2018,30,Frost/Ice,Other,Rural,Slight,10
2018,30,Frost/Ice,Other,Urban,Slight,12
2019,30,Frost/Ice,Other,Rural,Slight,12
2019,30,Frost/Ice,Other,Urban,Slight,12
2020,30,Frost/Ice,Other,Rural,Slight,2
2020,30,Frost/Ice,Other,Urban,Slight,3
2021,30,Frost/Ice,Other,Rural,Slight,9
2021,30,Frost/Ice,Other,Urban,Slight,11
2022,30,Frost/Ice,Other,Rural,Slight,16
2022,30,Frost/Ice,Other,Urban,Slight,20
2023,30,Frost/Ice,Other,Rural,Slight,6
2023,30,Frost/Ice,Other,Urban,Slight,8
2016,40,Frost/Ice,Other,Rural,Slight,2
2016,40,Frost/Ice,Other,Urban,Slight,2
2017,40,Frost/Ice,Other,Rural,Slight,4
2017,40,Frost/Ice,Other,Urban,Slight,5
2019,40,Frost/Ice,Other,Rural,Slight,2
2019,40,Frost/Ice,Other,Urban,Slight,2
2020,40,Frost/Ice,Other,Urban,Slight,1
2021,40,Frost/Ice,Other,Rural,Slight,5
2021,40,Frost/Ice,Other,Urban,Slight,5
2022,40,Frost/Ice,Other,Rural,Slight,5
2022,40,Frost/Ice,Other,Urban,Slight,5
2023,40,Frost/Ice,Other,Rural,Slight,3
2023,40,Frost/Ice,Other,Urban,Slight,3
2018,50,Frost/Ice,Other,Rural,Slight,4
2018,50,Frost/Ice,Other,Urban,Slight,4
2019,50,Frost/Ice,Other,Rural,Slight,1
2019,50,Frost/Ice,Other,Urban,Slight,1
2022,50,Frost/Ice,Other,Rural,Slight,1
2022,50,Frost/Ice,Other,Urban,Slight,1
2023,70,Frost/Ice,Other,Rural,Slight,1
2023,70,Frost/Ice,Other,Urban,Slight,1
2023,20,Frost/Ice,Raining with high winds,Urban,Slight,1
2014,30,Frost/Ice,Raining with high winds,Rural,Slight,2
2014,30,Frost/Ice,Raining with high winds,Urban,Slight,2
2015,30,Frost/Ice,Raining with high winds,Rural,Slight,3
2015,30,Frost/Ice,Raining with high winds,Urban,Slight,3
2017,20,Frost/Ice,Raining without high winds,Urban,Slight,1
2019,20,Frost/Ice,Raining without high winds,Rural,Slight,1
2019,20,Frost/Ice,Raining without high winds,Urban,Slight,1
2021,20,Frost/Ice,Raining without high winds,Rural,Slight,1
2021,20,Frost/Ice,Raining without high winds,Urban,Slight,1
2014,30,Frost/Ice,Raining without high winds,Rural,Slight,2
2014,30,Frost/Ice,Raining without high winds,Urban,Slight,2
2017,30,Frost/Ice,Raining without high winds,Rural,Slight,7
2017,30,Frost/Ice,Raining without high winds,Urban,Slight,7
2021,30,Frost/Ice,Raining without high winds,Rural,Slight,2
2021,30,Frost/Ice,Raining without high winds,Urban,Slight,2
2017,40,Frost/Ice,Raining without high winds,Rural,Slight,1
2017,40,Frost/Ice,Raining without high winds,Urban,Slight,1
2018,40,Frost/Ice,Raining without high winds,Urban,Slight,1
2018,50,Frost/Ice,Raining without high winds,Rural,Slight,2
2018,50,Frost/Ice,Raining without high winds,Urban,Slight,2
2018,30,Frost/Ice,Snowing with high winds,Rural,Slight,2
2018,30,Frost/Ice,Snowing with high winds,Urban,Slight,2
2018,20,Frost/Ice,Snowing without high winds,Rural,Slight,1
2018,20,Frost/Ice,Snowing without high winds,Urban,Slight,10
2019,20,Frost/Ice,Snowing without high winds,Rural,Slight,1
2019,20,Frost/Ice,Snowing without high winds,Urban,Slight,1
2021,20,Frost/Ice,Snowing without high winds,Rural,Slight,8
2021,20,Frost/Ice,Snowing without high winds,Urban,Slight,8
2022,20,Frost/Ice,Snowing without high winds,Rural,Slight,3
2022,20,Frost/Ice,Snowing without high winds,Urban,Slight,3
2015,30,Frost/Ice,Snowing without high winds,Rural,Slight,1
2015,30,Frost/Ice,Snowing without high winds,Urban,Slight,1
2016,30,Frost/Ice,Snowing without high winds,Rural,Slight,1
2016,30,Frost/Ice,Snowing without high winds,Urban,Slight,1
2017,30,Frost/Ice,Snowing without high winds,Rural,Slight,6
2017,30,Frost/Ice,Snowing without high winds,Urban,Slight,6
2018,30,Frost/Ice,Snowing without high winds,Rural,Slight,15
2018,30,Frost/Ice,Snowing without high winds,Urban,Slight,18
2019,30,Frost/Ice,Snowing without high winds,Rural,Slight,2
2019,30,Frost/Ice,Snowing without high winds,Urban,Slight,2
2021,30,Frost/Ice,Snowing without high winds,Rural,Slight,7
2021,30,Frost/Ice,Snowing without high winds,Urban,Slight,7
2022,30,Frost/Ice,Snowing without high winds,Rural,Slight,2
2022,30,Frost/Ice,Snowing without high winds,Urban,Slight,2
2021,50,Frost/Ice,Snowing without high winds,Rural,Slight,2
2021,50,Frost/Ice,Snowing without high winds,Urban,Slight,2
2017,20,Frost/Ice,Unknown,Rural,Slight,2
2017,20,Frost/Ice,Unknown,Urban,Slight,2
2022,20,Frost/Ice,Unknown,Rural,Slight,1
2022,20,Frost/Ice,Unknown,Urban,Slight,1
2023,20,Frost/Ice,Unknown,Rural,Slight,1
2023,20,Frost/Ice,Unknown,Urban,Slight,3
2014,30,Frost/Ice,Unknown,Rural,Slight,2
2014,30,Frost/Ice,Unknown,Urban,Slight,3
2015,30,Frost/Ice,Unknown,Urban,Slight,1
2016,30,Frost/Ice,Unknown,Urban,Slight,1
2017,30,Frost/Ice,Unknown,Rural,Slight,3
2017,30,Frost/Ice,Unknown,Urban,Slight,3
2018,30,Frost/Ice,Unknown,Urban,Slight,2
2022,30,Frost/Ice,Unknown,Rural,Slight,7
2022,30,Frost/Ice,Unknown,Urban,Slight,8
2023,30,Frost/Ice,Unknown,Rural,Slight,1
2023,30,Frost/Ice,Unknown,Urban,Slight,1
2020,50,Frost/Ice,Unknown,Rural,Slight,1
2020,50,Frost/Ice,Unknown,Urban,Slight,1
2017,30,Snow,Fine with high winds,Rural,Slight,1
2017,30,Snow,Fine with high winds,Urban,Slight,1
2018,30,Snow,Fine with high winds,Rural,Slight,1
2018,30,Snow,Fine with high winds,Urban,Slight,1
2018,20,Snow,Fine without high winds,Urban,Slight,2
2020,20,Snow,Fine without high winds,Rural,Slight,1
2020,20,Snow,Fine without high winds,Urban,Slight,1
2021,20,Snow,Fine without high winds,Rural,Slight,3
2021,20,Snow,Fine without high winds,Urban,Slight,3
2022,20,Snow,Fine without high winds,Rural,Slight,2
2022,20,Snow,Fine without high winds,Urban,Slight,5
2015,30,Snow,Fine without high winds,Rural,Slight,3
2015,30,Snow,Fine without high winds,Urban,Slight,4
2017,30,Snow,Fine without high winds,Rural,Slight,2
2017,30,Snow,Fine without high winds,Urban,Slight,3
2020,30,Snow,Fine without high winds,Rural,Slight,2
2020,30,Snow,Fine without high winds,Urban,Slight,2
2021,30,Snow,Fine without high winds,Rural,Slight,2
2021,30,Snow,Fine without high winds,Urban,Slight,3
2022,30,Snow,Fine without high winds,Rural,Slight,2
2022,30,Snow,Fine without high winds,Urban,Slight,3
2018,40,Snow,Fine without high winds,Rural,Slight,3
2018,40,Snow,Fine without high winds,Urban,Slight,3
2021,40,Snow,Fine without high winds,Rural,Slight,1
2021,40,Snow,Fine without high winds,Urban,Slight,1
2023,40,Snow,Fine without high winds,Rural,Slight,3
2023,40,Snow,Fine without high winds,Urban,Slight,3
2017,50,Snow,Fine without high winds,Rural,Slight,1
2017,50,Snow,Fine without high winds,Urban,Slight,1
2018,50,Snow,Fine without high winds,Rural,Slight,1
2018,50,Snow,Fine without high winds,Urban,Slight,1
2018,20,Snow,Other,Urban,Slight,1
2021,20,Snow,Other,Rural,Slight,1
2021,20,Snow,Other,Urban,Slight,1
2022,20,Snow,Other,Rural,Slight,1
2022,20,Snow,Other,Urban,Slight,1
2017,30,Snow,Other,Rural,Slight,2
2017,30,Snow,Other,Urban,Slight,2
2018,30,Snow,Other,Rural,Slight,4
2018,30,Snow,Other,Urban,Slight,5
2019,30,Snow,Other,Rural,Slight,1
2019,30,Snow,Other,Urban,Slight,1
2021,30,Snow,Other,Rural,Slight,1
2021,30,Snow,Other,Urban,Slight,1
2022,30,Snow,Other,Rural,Slight,2
2022,30,Snow,Other,Urban,Slight,2
2017,30,Snow,Raining with high winds,Rural,Slight,1
2017,30,Snow,Raining with high winds,Urban,Slight,1
2017,30,Snow,Raining without high winds,Rural,Slight,1
2017,30,Snow,Raining without high winds,Urban,Slight,1
2018,30,Snow,Raining without high winds,Urban,Slight,2
2019,30,Snow,Raining without high winds,Urban,Slight,2
2020,30,Snow,Raining without high winds,Rural,Slight,5
2020,30,Snow,Raining without high winds,Urban,Slight,5
2022,30,Snow,Raining without high winds,Urban,Slight,2
2018,40,Snow,Raining without high winds,Rural,Slight,2
2018,40,Snow,Raining without high winds,Urban,Slight,2
2017,20,Snow,Snowing with high winds,Urban,Slight,1
2018,20,Snow,Snowing with high winds,Rural,Slight,2
2018,20,Snow,Snowing with high winds,Urban,Slight,2
2019,20,Snow,Snowing with high winds,Rural,Slight,1
2019,20,Snow,Snowing with high winds,Urban,Slight,1
2018,30,Snow,Snowing with high winds,Rural,Slight,16
2018,30,Snow,Snowing with high winds,Urban,Slight,19
2021,30,Snow,Snowing with high winds,Urban,Slight,2
2017,20,Snow,Snowing without high winds,Rural,Slight,4
2017,20,Snow,Snowing without high winds,Urban,Slight,4
2018,20,Snow,Snowing without high winds,Rural,Slight,10
2018,20,Snow,Snowing without high winds,Urban,Slight,11
2019,20,Snow,Snowing without high winds,Rural,Slight,5
2019,20,Snow,Snowing without high winds,Urban,Slight,8
2021,20,Snow,Snowing without high winds,Rural,Slight,4
2021,20,Snow,Snowing without high winds,Urban,Slight,9
2022,20,Snow,Snowing without high winds,Rural,Slight,4
2022,20,Snow,Snowing without high winds,Urban,Slight,7
2023,20,Snow,Snowing without high winds,Rural,Slight,4
2023,20,Snow,Snowing without high winds,Urban,Slight,5
2015,30,Snow,Snowing without high winds,Rural,Slight,1
2015,30,Snow,Snowing without high winds,Urban,Slight,1
2016,30,Snow,Snowing without high winds,Rural,Slight,2
2016,30,Snow,Snowing without high winds,Urban,Slight,2
2017,30,Snow,Snowing without high winds,Rural,Slight,22
2017,30,Snow,Snowing without high winds,Urban,Slight,26
2018,30,Snow,Snowing without high winds,Rural,Slight,40
2018,30,Snow,Snowing without high winds,Urban,Slight,46
2019,30,Snow,Snowing without high winds,Rural,Slight,9
2019,30,Snow,Snowing without high winds,Urban,Slight,10
2020,30,Snow,Snowing without high winds,Urban,Slight,1
2021,30,Snow,Snowing without high winds,Rural,Slight,13
2021,30,Snow,Snowing without high winds,Urban,Slight,16
2022,30,Snow,Snowing without high winds,Rural,Slight,8
2022,30,Snow,Snowing without high winds,Urban,Slight,8
2023,30,Snow,Snowing without high winds,Rural,Slight,3
2023,30,Snow,Snowing without high winds,Urban,Slight,3
2018,40,Snow,Snowing without high winds,Rural,Slight,1
2018,40,Snow,Snowing without high winds,Urban,Slight,1
2019,40,Snow,Snowing without high winds,Rural,Slight,1
2019,40,Snow,Snowing without high winds,Urban,Slight,1
2022,40,Snow,Snowing without high winds,Rural,Slight,2
2022,40,Snow,Snowing without high winds,Urban,Slight,2
2023,40,Snow,Snowing without high winds,Rural,Slight,1
2023,40,Snow,Snowing without high winds,Urban,Slight,1
2017,50,Snow,Snowing without high winds,Rural,Slight,1
2017,50,Snow,Snowing without high winds,Urban,Slight,1
2018,70,Snow,Snowing without high winds,Rural,Slight,1
2018,70,Snow,Snowing without high winds,Urban,Slight,1
2022,70,Snow,Snowing without high winds,Rural,Slight,3
2022,70,Snow,Snowing without high winds,Urban,Slight,3
2018,20,Snow,Unknown,Rural,Slight,2
2018,20,Snow,Unknown,Urban,Slight,2
2019,20,Unknown,Fine with high winds,Rural,Slight,1
2019,20,Unknown,Fine with high winds,Urban,Slight,1
2020,20,Unknown,Fine with high winds,Rural,Slight,2
2020,20,Unknown,Fine with high winds,Urban,Slight,2
2021,20,Unknown,Fine with high winds,Rural,Slight,1
2021,20,Unknown,Fine with high winds,Urban,Slight,1
2022,20,Unknown,Fine with high winds,Rural,Slight,2
2022,20,Unknown,Fine with high winds,Urban,Slight,3
2017,30,Unknown,Fine with high winds,Rural,Slight,1
2017,30,Unknown,Fine with high winds,Urban,Slight,3
2018,30,Unknown,Fine with high winds,Rural,Slight,1
2018,30,Unknown,Fine with high winds,Urban,Slight,1
2019,30,Unknown,Fine with high winds,Rural,Slight,1
2019,30,Unknown,Fine with high winds,Urban,Slight,1
2022,30,Unknown,Fine with high winds,Rural,Slight,1
2022,30,Unknown,Fine with high winds,Urban,Slight,1
2023,30,Unknown,Fine with high winds,Rural,Slight,1
2023,30,Unknown,Fine with high winds,Urban,Slight,1
2022,70,Unknown,Fine with high winds,Rural,Slight,1
2022,70,Unknown,Fine with high winds,Urban,Slight,1
2019,-1,Unknown,Fine without high winds,Rural,Slight,1
2019,-1,Unknown,Fine without high winds,Urban,Slight,1
2017,20,Unknown,Fine without high winds,Rural,Slight,22
2017,20,Unknown,Fine without high winds,Urban,Slight,35
2018,20,Unknown,Fine without high winds,Rural,Slight,23
2018,20,Unknown,Fine without high winds,Urban,Slight,27
2019,20,Unknown,Fine without high winds,Rural,Slight,22
2019,20,Unknown,Fine without high winds,Urban,Slight,35
2020,20,Unknown,Fine without high winds,Rural,Slight,21
2020,20,Unknown,Fine without high winds,Urban,Slight,37
2021,20,Unknown,Fine without high winds,Rural,Slight,32
2021,20,Unknown,Fine without high winds,Urban,Slight,41
2022,20,Unknown,Fine without high winds,Rural,Slight,36
2022,20,Unknown,Fine without high winds,Urban,Slight,47
2023,20,Unknown,Fine without high winds,Rural,Slight,45
2023,20,Unknown,Fine without high winds,Urban,Slight,62
2017,30,Unknown,Fine without high winds,Rural,Slight,87
2017,30,Unknown,Fine without high winds,Urban,Slight,112
2018,30,Unknown,Fine without high winds,Rural,Slight,82
2018,30,Unknown,Fine without high winds,Urban,Slight,95
2019,30,Unknown,Fine without high winds,Rural,Slight,65
2019,30,Unknown,Fine without high winds,Urban,Slight,71
2020,30,Unknown,Fine without high winds,Rural,Slight,65
2020,30,Unknown,Fine without high winds,Urban,Slight,81
2021,30,Unknown,Fine without high winds,Rural,Slight,50
2021,30,Unknown,Fine without high winds,Urban,Slight,61
2022,30,Unknown,Fine without high winds,Rural,Slight,32
2022,30,Unknown,Fine without high winds,Urban,Slight,36
2023,30,Unknown,Fine without high winds,Rural,Slight,45
2023,30,Unknown,Fine without high winds,Urban,Slight,54
2017,40,Unknown,Fine without high winds,Rural,Slight,4
2017,40,Unknown,Fine without high winds,Urban,Slight,4
2018,40,Unknown,Fine without high winds,Rural,Slight,3
2018,40,Unknown,Fine without high winds,Urban,Slight,3
2019,40,Unknown,Fine without high winds,Rural,Slight,4
2019,40,Unknown,Fine without high winds,Urban,Slight,4
2020,40,Unknown,Fine without high winds,Rural,Slight,11
2020,40,Unknown,Fine without high winds,Urban,Slight,11
2021,40,Unknown,Fine without high winds,Rural,Slight,3
2021,40,Unknown,Fine without high winds,Urban,Slight,6
2022,40,Unknown,Fine without high winds,Rural,Slight,4
2022,40,Unknown,Fine without high winds,Urban,Slight,4
2023,40,Unknown,Fine without high winds,Rural,Slight,2
2023,40,Unknown,Fine without high winds,Urban,Slight,2
2017,50,Unknown,Fine without high winds,Rural,Slight,4
2017,50,Unknown,Fine without high winds,Urban,Slight,5
2018,50,Unknown,Fine without high winds,Rural,Slight,2
2018,50,Unknown,Fine without high winds,Urban,Slight,2
2019,50,Unknown,Fine without high winds,Rural,Slight,3
2019,50,Unknown,Fine without high winds,Urban,Slight,3
2020,50,Unknown,Fine without high winds,Rural,Slight,2
2020,50,Unknown,Fine without high winds,Urban,Slight,2
2021,50,Unknown,Fine without high winds,Rural,Slight,3
2021,50,Unknown,Fine without high winds,Urban,Slight,3
2023,50,Unknown,Fine without high winds,Rural,Slight,1
2023,50,Unknown,Fine without high winds,Urban,Slight,1
2019,60,Unknown,Fine without high winds,Rural,Slight,1
2019,60,Unknown,Fine without high winds,Urban,Slight,1
2020,60,Unknown,Fine without high winds,Rural,Slight,1
2020,60,Unknown,Fine without high winds,Urban,Slight,1
2017,70,Unknown,Fine without high winds,Rural,Slight,1
2017,70,Unknown,Fine without high winds,Urban,Slight,1
2019,70,Unknown,Fine without high winds,Rural,Slight,2
2019,70,Unknown,Fine without high winds,Urban,Slight,2
2022,70,Unknown,Fine without high winds,Rural,Slight,1
2022,70,Unknown,Fine without high winds,Urban,Slight,1
2021,30,Unknown,Fog or mist - if hazard,Rural,Slight,1
2021,30,Unknown,Fog or mist - if hazard,Urban,Slight,1
2020,60,Unknown,Fog or mist - if hazard,Rural,Slight,1
2020,60,Unknown,Fog or mist - if hazard,Urban,Slight,1
2017,20,Unknown,Other,Rural,Slight,2
2017,20,Unknown,Other,Urban,Slight,3
2018,20,Unknown,Other,Rural,Slight,5
2018,20,Unknown,Other,Urban,Slight,6
2019,20,Unknown,Other,Rural,Slight,5
2019,20,Unknown,Other,Urban,Slight,5
2020,20,Unknown,Other,Rural,Slight,7
2020,20,Unknown,Other,Urban,Slight,9
2021,20,Unknown,Other,Rural,Slight,8
2021,20,Unknown,Other,Urban,Slight,9
2022,20,Unknown,Other,Rural,Slight,6
2022,20,Unknown,Other,Urban,Slight,8
2023,20,Unknown,Other,Rural,Slight,7
2023,20,Unknown,Other,Urban,Slight,8
2017,30,Unknown,Other,Rural,Slight,10
2017,30,Unknown,Other,Urban,Slight,15
2018,30,Unknown,Other,Rural,Slight,16
2018,30,Unknown,Other,Urban,Slight,20
2019,30,Unknown,Other,Rural,Slight,15
2019,30,Unknown,Other,Urban,Slight,18
2020,30,Unknown,Other,Rural,Slight,10
2020,30,Unknown,Other,Urban,Slight,12
2021,30,Unknown,Other,Rural,Slight,5
2021,30,Unknown,Other,Urban,Slight,8
2022,30,Unknown,Other,Rural,Slight,9
2022,30,Unknown,Other,Urban,Slight,12
2023,30,Unknown,Other,Rural,Slight,5
2023,30,Unknown,Other,Urban,Slight,6
2018,40,Unknown,Other,Rural,Slight,2
2018,40,Unknown,Other,Urban,Slight,2
2019,40,Unknown,Other,Urban,Slight,1
2020,40,Unknown,Other,Rural,Slight,1
2020,40,Unknown,Other,Urban,Slight,1
2021,40,Unknown,Other,Rural,Slight,1
2021,40,Unknown,Other,Urban,Slight,1
2023,40,Unknown,Other,Rural,Slight,1
2023,40,Unknown,Other,Urban,Slight,1
2018,50,Unknown,Other,Rural,Slight,2
2018,50,Unknown,Other,Urban,Slight,2
2019,50,Unknown,Other,Rural,Slight,1
2019,50,Unknown,Other,Urban,Slight,1
2018,20,Unknown,Raining with high winds,Urban,Slight,1
2019,20,Unknown,Raining with high winds,Rural,Slight,2
2019,20,Unknown,Raining with high winds,Urban,Slight,2
2020,20,Unknown,Raining with high winds,Urban,Slight,1
2021,20,Unknown,Raining with high winds,Urban,Slight,2
2022,20,Unknown,Raining with high winds,Urban,Slight,1
2018,30,Unknown,Raining with high winds,Rural,Slight,2
2018,30,Unknown,Raining with high winds,Urban,Slight,4
2020,30,Unknown,Raining with high winds,Rural,Slight,3
2020,30,Unknown,Raining with high winds,Urban,Slight,3
2021,30,Unknown,Raining with high winds,Rural,Slight,3
2021,30,Unknown,Raining with high winds,Urban,Slight,3
2019,40,Unknown,Raining with high winds,Rural,Slight,1
2019,40,Unknown,Raining with high winds,Urban,Slight,1
2017,20,Unknown,Raining without high winds,Rural,Slight,2
2017,20,Unknown,Raining without high winds,Urban,Slight,2
2018,20,Unknown,Raining without high winds,Rural,Slight,3
2018,20,Unknown,Raining without high winds,Urban,Slight,5
2019,20,Unknown,Raining without high winds,Rural,Slight,8
2019,20,Unknown,Raining without high winds,Urban,Slight,12
2020,20,Unknown,Raining without high winds,Rural,Slight,7
2020,20,Unknown,Raining without high winds,Urban,Slight,9
2021,20,Unknown,Raining without high winds,Rural,Slight,4
2021,20,Unknown,Raining without high winds,Urban,Slight,8
2022,20,Unknown,Raining without high winds,Rural,Slight,10
2022,20,Unknown,Raining without high winds,Urban,Slight,14
2023,20,Unknown,Raining without high winds,Rural,Slight,13
2023,20,Unknown,Raining without high winds,Urban,Slight,17
2017,30,Unknown,Raining without high winds,Rural,Slight,11
2017,30,Unknown,Raining without high winds,Urban,Slight,14
2018,30,Unknown,Raining without high winds,Rural,Slight,14
2018,30,Unknown,Raining without high winds,Urban,Slight,16
2019,30,Unknown,Raining without high winds,Rural,Slight,17
2019,30,Unknown,Raining without high winds,Urban,Slight,18
2020,30,Unknown,Raining without high winds,Rural,Slight,11
2020,30,Unknown,Raining without high winds,Urban,Slight,14
2021,30,Unknown,Raining without high winds,Rural,Slight,10
2021,30,Unknown,Raining without high winds,Urban,Slight,10
2022,30,Unknown,Raining without high winds,Rural,Slight,7
2022,30,Unknown,Raining without high winds,Urban,Slight,8
2023,30,Unknown,Raining without high winds,Rural,Slight,9
2023,30,Unknown,Raining without high winds,Urban,Slight,12
2018,40,Unknown,Raining without high winds,Rural,Slight,2
2018,40,Unknown,Raining without high winds,Urban,Slight,3
2020,40,Unknown,Raining without high winds,Rural,Slight,2
2020,40,Unknown,Raining without high winds,Urban,Slight,3
2021,40,Unknown,Raining without high winds,Rural,Slight,1
2021,40,Unknown,Raining without high winds,Urban,Slight,1
2023,40,Unknown,Raining without high winds,Rural,Slight,1
